Country,Job Title,Age,Quantity,Percentage
United Kingdom,Data Entry Associate,45,1,0.01%
United Kingdom,Data Entry Associate,41,1,0.01%
United Kingdom,Data Entry Associate,26,1,0.01%
United Kingdom,Data Coordinator,46,1,0.01%
United Kingdom,Data Coordinator,41,1,0.01%
United Kingdom,Data Coordinator,37,1,0.01%
United Kingdom,Data Coordinator,29,1,0.01%
United Kingdom,Data Conversion Operator,43,1,0.01%
United Kingdom,Data Communications Software Consultant,55,1,0.01%
United Kingdom,Data Communications Analyst,19,1,0.01%
United Kingdom,Data Communications Software Consultant,52,1,0.01%
United Kingdom,Data Communications Software Consultant,45,1,0.01%
United Kingdom,Data Communications Software Consultant,27,1,0.01%
United Kingdom,Data Communications Software Consultant,26,1,0.01%
United Kingdom,Data Communications Analyst,54,1,0.01%
United Kingdom,Data Communications Analyst,46,1,0.01%
United Kingdom,Data Communications Analyst,38,1,0.01%
United Kingdom,Data Communications Analyst,37,1,0.01%
United Kingdom,Data Administrator,54,1,0.01%
United Kingdom,Data Administrator,45,1,0.01%
United Kingdom,Automatic Data Processing Planner,53,1,0.01%
United Kingdom,Automatic Data Processing Systems Security Specialist (ADP Systems Security),52,1,0.01%
United Kingdom,Computer or Data Processing Systems Consultant,23,1,0.01%
United Kingdom,Computer or Data Processing Systems Consultant,22,1,0.01%
United Kingdom,Clinical Data Specialist,27,1,0.01%
United Kingdom,Clinical Data Manager,31,1,0.01%
United Kingdom,Clinical Data Management Associate Director,51,1,0.01%
United Kingdom,Clinical Data Associate,30,1,0.01%
United Kingdom,Business Database Analyst,36,1,0.01%
United Kingdom,Automatic Data Processing Systems Security Specialist (ADP Systems Security),63,1,0.01%
United Kingdom,Automatic Data Processing Systems Security Specialist (ADP Systems Security),49,1,0.01%
United Kingdom,Computer or Data Processing Systems Consultant,38,1,0.01%
United Kingdom,Automatic Data Processing Systems Security Specialist (ADP Systems Security),46,1,0.01%
United Kingdom,Automatic Data Processing Systems Security Specialist (ADP Systems Security),42,1,0.01%
United Kingdom,Automatic Data Processing Systems Security Specialist (ADP Systems Security),35,1,0.01%
United Kingdom,Automatic Data Processing Systems Security Specialist (ADP Systems Security),34,1,0.01%
United Kingdom,Automatic Data Processing Systems Security Specialist (ADP Systems Security),22,1,0.01%
United Kingdom,Automatic Data Processing Planner (ADP Planner),44,1,0.01%
United Kingdom,Automatic Data Processing Planner (ADP Planner),30,1,0.01%
United Kingdom,Automatic Data Processing Planner (ADP Planner),26,1,0.01%
United Kingdom,Computer or Data Processing Systems Consultant,31,1,0.01%
United Kingdom,Computer or Data Processing Systems Consultant,39,1,0.01%
United Kingdom,Data Administrator,38,1,0.01%
United Kingdom,Data Abstractor,32,1,0.01%
United Kingdom,Data Administrator,30,1,0.01%
United Kingdom,Data Administrator,27,1,0.01%
United Kingdom,Data Administrator,26,1,0.01%
United Kingdom,Data Administrator,22,1,0.01%
United Kingdom,Data Administrator,18,1,0.01%
United Kingdom,Data Acquisition Technician,51,1,0.01%
United Kingdom,Data Acquisition Technician,36,1,0.01%
United Kingdom,Data Acquisition Technician,35,1,0.01%
United Kingdom,Customer Data Technician,57,1,0.01%
United Kingdom,Computer or Data Processing Systems Consultant,43,1,0.01%
United Kingdom,Customer Data Technician,51,1,0.01%
United Kingdom,Customer Data Technician,42,1,0.01%
United Kingdom,Customer Data Technician,41,1,0.01%
United Kingdom,Customer Data Technician,26,1,0.01%
United Kingdom,Crime Data Specialist,19,1,0.01%
United Kingdom,Computer or Data Processing Systems Consultant,59,1,0.01%
United Kingdom,Computer or Data Processing Systems Consultant,55,1,0.01%
United Kingdom,Computer or Data Processing Systems Consultant,52,1,0.01%
United Kingdom,Data Entry Clerk,43,1,0.01%
United Kingdom,Data Entry Machine Operator,45,1,0.01%
United Kingdom,Data Entry Operator,42,1,0.01%
United Kingdom,Data Processing Consultant,59,1,0.01%
United Kingdom,Data Processing Manager,52,1,0.01%
United Kingdom,Data Processing Manager,46,1,0.01%
United Kingdom,Data Processing Manager,43,1,0.01%
United Kingdom,Data Processing Manager,42,1,0.01%
United Kingdom,Data Processing Manager,41,1,0.01%
United Kingdom,Data Processing Manager,38,1,0.01%
United Kingdom,Data Processing Manager,19,1,0.01%
United Kingdom,Data Processing Control Clerk,50,1,0.01%
United Kingdom,Data Processing Consultant,53,1,0.01%
United Kingdom,Data Processing Mechanic,59,1,0.01%
United Kingdom,Data Processing Consultant,46,1,0.01%
United Kingdom,Data Processing Consultant,45,1,0.01%
United Kingdom,Data Processing Consultant,44,1,0.01%
United Kingdom,Data Processing Auxiliary Equipment Operator,27,1,0.01%
United Kingdom,Data Processing Auditor,59,1,0.01%
United Kingdom,Data Processing Auditor,48,1,0.01%
United Kingdom,Data Processing Auditor,45,1,0.01%
United Kingdom,Data Processing Auditor,35,1,0.01%
United Kingdom,Data Processing Manager,57,1,0.01%
United Kingdom,Data Processing Services Sales Representative,34,1,0.01%
United Kingdom,Data Entry Operator,45,1,0.01%
United Kingdom,Data Processing Systems Project Planner,44,1,0.01%
United Kingdom,Data Recovery Planner,42,1,0.01%
United Kingdom,Data Recovery Planner,38,1,0.01%
United Kingdom,Data Processor,48,1,0.01%
United Kingdom,Data Processor,43,1,0.01%
United Kingdom,Data Processor,41,1,0.01%
United Kingdom,Data Processor,33,1,0.01%
United Kingdom,Data Processor,27,1,0.01%
United Kingdom,Data Processing Systems Project Planner,53,1,0.01%
United Kingdom,Data Processing Systems Project Planner,41,1,0.01%
United Kingdom,Data Processing Supervisor,46,1,0.01%
United Kingdom,Data Processing Systems Project Planner,28,1,0.01%
United Kingdom,Data Processing Systems Project Planner,24,1,0.01%
United Kingdom,Data Processing Systems Analyst,47,1,0.01%
United Kingdom,Data Processing Systems Analyst,46,1,0.01%
United Kingdom,Data Processing Systems Analyst,43,1,0.01%
United Kingdom,Data Processing Systems Analyst,41,1,0.01%
United Kingdom,Data Processing Systems Analyst,39,1,0.01%
United Kingdom,Data Processing Systems Analyst,30,1,0.01%
United Kingdom,Data Processing Auditor,29,1,0.01%
United Kingdom,Data Processing Auditor,23,1,0.01%
United Kingdom,Data Operations Director,60,1,0.01%
United Kingdom,Data Management Associate,25,1,0.01%
United Kingdom,Data Miner,36,1,0.01%
United Kingdom,Data Manager,60,1,0.01%
United Kingdom,Data Manager,23,1,0.01%
United Kingdom,Data Management Manager,39,1,0.01%
United Kingdom,Data Management Information Technology Specialist,39,1,0.01%
United Kingdom,Data Management Information Technology Specialist,30,1,0.01%
United Kingdom,Data Management Information Technology Specialist,25,1,0.01%
United Kingdom,Data Management Associate,30,1,0.01%
United Kingdom,Data Management Associate,21,1,0.01%
United Kingdom,Data Operations Director,44,1,0.01%
United Kingdom,Data Keyer,46,1,0.01%
United Kingdom,Data Input Clerk,41,1,0.01%
United Kingdom,Data Input Clerk,26,1,0.01%
United Kingdom,Data Input Clerk,24,1,0.01%
United Kingdom,Data Examination Clerk,39,1,0.01%
United Kingdom,Data Examination Clerk,30,1,0.01%
United Kingdom,Data Entry Technician,24,1,0.01%
United Kingdom,Data Entry Representative,41,1,0.01%
United Kingdom,Data Miner,38,1,0.01%
United Kingdom,Data Miner,40,1,0.01%
United Kingdom,Data Miner,46,1,0.01%
United Kingdom,Data Miner,60,1,0.01%
United Kingdom,Data Operations Director,43,1,0.01%
United Kingdom,Data Operations Director,36,1,0.01%
United Kingdom,Data Operations Director,24,1,0.01%
United Kingdom,Data Officer,62,1,0.01%
United Kingdom,Data Officer,43,1,0.01%
United Kingdom,Data Officer,41,1,0.01%
United Kingdom,Data Officer,32,1,0.01%
United Kingdom,Data Officer,30,1,0.01%
United Kingdom,Data Officer,26,1,0.01%
United Kingdom,Data Modeling Specialist,45,1,0.01%
United Kingdom,Data Modeling Specialist,44,1,0.01%
United Kingdom,Data Modeling Specialist,40,1,0.01%
United Kingdom,Data Modeling Specialist,37,1,0.01%
United Kingdom,Data Modeling Specialist,33,1,0.01%
United Kingdom,Data Modeling Specialist,26,1,0.01%
United Kingdom,Data Modeler,62,1,0.01%
United Kingdom,Data Modeler,51,1,0.01%
United Kingdom,Automatic Data Processing Planner (ADP Planner),24,1,0.01%
United Kingdom,Automatic Data Processing Planner,48,1,0.01%
Spain,Geographic Information Systems Data Specialist (GIS Data Specialist),41,1,0.01%
Spain,Weight in Motion Field Data Collection Technician,37,1,0.01%
Sweden,Automatic Data Processing Planner (ADP Planner),25,1,0.01%
Sweden,Automatic Data Processing Planner,48,1,0.01%
Sweden,Automatic Data Processing Planner,42,1,0.01%
Sweden,Automatic Data Processing Planner,40,1,0.01%
Sweden,Automatic Data Processing Planner,39,1,0.01%
Sweden,Automatic Data Processing Customer Liaison (ADP Customer Liaison),63,1,0.01%
Sweden,Automatic Data Processing Customer Liaison (ADP Customer Liaison),46,1,0.01%
Spain,Weight in Motion Field Data Collection Technician,45,1,0.01%
Spain,Weight in Motion Field Data Collection Technician,35,1,0.01%
Sweden,Automatic Data Processing Systems Security Specialist (ADP Systems Security),60,1,0.01%
Spain,Weight in Motion Field Data Collection Technician,30,1,0.01%
Spain,Voice and Data Technician,41,1,0.01%
Spain,Voice and Data Technician,24,1,0.01%
Spain,Survey Data Technician,19,1,0.01%
Spain,Scientific Database Curator,46,1,0.01%
Spain,Scientific Database Curator,42,1,0.01%
Spain,SQL Database Administrator,61,1,0.01%
Spain,SQL Database Administrator,56,1,0.01%
Sweden,Automatic Data Processing Planner (ADP Planner),35,1,0.01%
Sweden,Clinical Data Management Manager (CDM Manager),45,1,0.01%
Spain,SQL Database Administrator,42,1,0.01%
Sweden,Data Communications Analyst,31,1,0.01%
Sweden,Data Management Information Technology Specialist,49,1,0.01%
Sweden,Data Entry Representative,15,1,0.01%
Sweden,Data Entry Operator,40,1,0.01%
Sweden,Data Entry Associate,40,1,0.01%
Sweden,Data Coordinator,44,1,0.01%
Sweden,Data Coordinator,42,1,0.01%
Sweden,Data Conversion Operator,29,1,0.01%
Sweden,Data Communications Software Consultant,53,1,0.01%
Sweden,Data Collection Technician,43,1,0.01%
Sweden,Computer or Data Processing Systems Consultant,40,1,0.01%
Sweden,Data Coder Operator,52,1,0.01%
Sweden,Data Coder Operator,48,1,0.01%
Sweden,Data Center Operator,39,1,0.01%
Sweden,Data Analysis Assistant,43,1,0.01%
Sweden,Data Administrator,63,1,0.01%
Sweden,Data Acquisition Technician,25,1,0.01%
Sweden,Crime Data Specialist,41,1,0.01%
Sweden,Computer or Data Processing Systems Consultant,45,1,0.01%
Spain,SQL Database Administrator,44,1,0.01%
Spain,SCADA Technician (Supervisory Control and Data Acquisition Technician),48,1,0.01%
United Kingdom,Automatic Data Processing Planner,47,1,0.01%
Spain,Head of Information Systems and Data Processing,50,1,0.01%
Spain,LiDAR Data Analyst,63,1,0.01%
Spain,LiDAR Data Analyst,42,1,0.01%
Spain,Internet Database Specialist,48,1,0.01%
Spain,Internet Database Specialist,47,1,0.01%
Spain,Internet Database Specialist,38,1,0.01%
Spain,Health Data Analyst,49,1,0.01%
Spain,Health Data Analyst,40,1,0.01%
Spain,Head of Information Systems and Data Processing,59,1,0.01%
Spain,Head of Information Systems and Data Processing,47,1,0.01%
Spain,Marketing Database Analyst,30,1,0.01%
Spain,Head of Information Systems and Data Processing,40,1,0.01%
Spain,Head of Information Systems and Data Processing,29,1,0.01%
Spain,Head of Information Systems and Data Processing,25,1,0.01%
Spain,Geographic Information Systems Database Administrator (GIS Database Administrator),53,1,0.01%
Spain,Geographic Information Systems Database Administrator (GIS Database Administrator),48,1,0.01%
Spain,Geographic Information Systems Database Administrator (GIS Database Administrator),43,1,0.01%
Spain,Geographic Information Systems Database Administrator (GIS Database Administrator),41,1,0.01%
Spain,Geographic Information Systems Data Specialist (GIS Data Specialist),49,1,0.01%
Spain,Maintenance Data Analyst,40,1,0.01%
Spain,Medical Data Analyst,42,1,0.01%
Spain,SCADA Operator (Supervisory Control and Data Acquisition Operator),21,1,0.01%
Spain,Oracle Database Administrator (Oracle DBA),28,1,0.01%
Spain,Reference Data Expert,45,1,0.01%
Spain,Reference Data Expert,33,1,0.01%
Spain,Oracle Database Administrator (Oracle DBA),61,1,0.01%
Spain,Oracle Database Administrator (Oracle DBA),59,1,0.01%
Spain,Oracle Database Administrator (Oracle DBA),43,1,0.01%
Spain,Oracle Database Administrator (Oracle DBA),42,1,0.01%
Spain,Oracle Database Administrator (Oracle DBA),37,1,0.01%
Spain,Oracle Database Administrator (Oracle DBA),34,1,0.01%
Spain,"Operations Officer, Afloat (Naval Tactical Data Systems)",40,1,0.01%
Spain,Micro Computer Data Processor,44,1,0.01%
Spain,No Full-Time Job,65,1,0.01%
Spain,No Full-Time Job,62,1,0.01%
Spain,No Full-Time Job,56,1,0.01%
Spain,Naval Tactical Data System--Combat Information Center Officer,42,1,0.01%
Spain,Naval Tactical Data System--Combat Information Center Officer,40,1,0.01%
Spain,Naval Tactical Data System--Combat Information Center Officer,18,1,0.01%
Spain,Micro Computer Data Processor,59,1,0.01%
Spain,Micro Computer Data Processor,52,1,0.01%
Sweden,Data Modeler,40,1,0.01%
Sweden,Data Modeling Specialist,43,1,0.01%
Sweden,Data Officer,38,1,0.01%
Sweden,Head of Information Systems and Data Processing,41,1,0.01%
Sweden,No Full-Time Job,43,1,0.01%
Sweden,No Full-Time Job,41,1,0.01%
Sweden,No Full-Time Job,35,1,0.01%
Sweden,No Full-Time Job,33,1,0.01%
Sweden,No Full-Time Job,30,1,0.01%
Sweden,No Full-Time Job,29,1,0.01%
Sweden,No Full-Time Job,21,1,0.01%
Sweden,Naval Tactical Data System--Combat Information Center Officer,27,1,0.01%
Sweden,Geographic Information Systems Database Administrator (GIS Database Administrator),55,1,0.01%
Sweden,No Full-Time Job,49,1,0.01%
Sweden,Geographic Information Systems Database Administrator (GIS Database Administrator),44,1,0.01%
Sweden,Geographic Information Systems Data Specialist (GIS Data Specialist),47,1,0.01%
Sweden,Geographic Information Systems Data Specialist (GIS Data Specialist),28,1,0.01%
Sweden,Geographic Information Systems Data Manager (GIS Data Manager),41,1,0.01%
Sweden,Geographic Information Systems Data Administrator (GIS Data Administrator),37,1,0.01%
Sweden,"Engineer, System Electronic Data Processing (Engineer, System EDP)",29,1,0.01%
Sweden,Databases Computer Consultant,34,1,0.01%
Sweden,Database Tester,49,1,0.01%
Sweden,No Full-Time Job,46,1,0.01%
Sweden,No Full-Time Job,52,1,0.01%
Sweden,Data Officer,45,1,0.01%
United Kingdom,Automatic Data Processing Customer Liaison (ADP Customer Liaison),29,1,0.01%
United Kingdom,Automatic Data Processing Planner,46,1,0.01%
United Kingdom,Automatic Data Processing Planner,31,1,0.01%
United Kingdom,Automatic Data Processing Customer Liaison (ADP Customer Liaison),48,1,0.01%
United Kingdom,Automatic Data Processing Customer Liaison (ADP Customer Liaison),42,1,0.01%
United Kingdom,Automatic Data Processing Customer Liaison (ADP Customer Liaison),41,1,0.01%
United Kingdom,Automatic Data Processing Customer Liaison (ADP Customer Liaison),38,1,0.01%
United Kingdom,Automatic Data Processing Customer Liaison (ADP Customer Liaison),32,1,0.01%
United Kingdom,Automatic Data Processing Customer Liaison (ADP Customer Liaison),30,1,0.01%
United Kingdom,Automatic Data Processing Customer Liaison (ADP Customer Liaison),26,1,0.01%
Sweden,No Full-Time Job,53,1,0.01%
United Kingdom,Analytical Data Miner,33,1,0.01%
United Kingdom,Analytical Data Miner,23,1,0.01%
Sweden,Survey Data Technician,46,1,0.01%
Sweden,SQL Database Administrator,45,1,0.01%
Sweden,Oracle Database Administrator (Oracle DBA),35,1,0.01%
Sweden,No Full-Time Job,65,1,0.01%
Sweden,No Full-Time Job,61,1,0.01%
Sweden,No Full-Time Job,57,1,0.01%
Sweden,Database Specialist,51,1,0.01%
Sweden,Database Specialist,41,1,0.01%
Sweden,Database Software Technician,41,1,0.01%
Sweden,Data Typist,42,1,0.01%
Sweden,Database Architect,55,1,0.01%
Sweden,Database Administration Associate,41,1,0.01%
Sweden,Data Warehousing Specialist,45,1,0.01%
Sweden,Data Warehousing Engineer,34,1,0.01%
Sweden,Data Warehouse Specialist,44,1,0.01%
Sweden,Data Warehouse Developer,44,1,0.01%
Sweden,Data Warehouse Architect,16,1,0.01%
Sweden,Data Warehouse Analyst,31,1,0.01%
Sweden,Data Typist,41,1,0.01%
Sweden,Database Security Administrator,48,1,0.01%
Sweden,Data Transcriber,43,1,0.01%
Sweden,Data Systems Manager,43,1,0.01%
Sweden,Data Security Analyst,54,1,0.01%
Sweden,Data Security Administrator,27,1,0.01%
Sweden,Data Scientist,41,1,0.01%
Sweden,Data Scientist,35,1,0.01%
Sweden,Data Reduction Technician,48,1,0.01%
Sweden,Data Processing Manager,41,1,0.01%
Sweden,Database Consultant,49,1,0.01%
Sweden,Database Coordinator,44,1,0.01%
Sweden,Database Coordinator,57,1,0.01%
